	H01	H02	H03	H04	H05	H06	H07	H08	date	rands	notes
3126	P0141	Consumer Price Index	1123005	Mutton/Lamb leg	Price (Rand)	Monthly	10734	Per Kilogram	2020-08-01 	176.81	
3205	P0141	Consumer Price Index	1123006	Mutton/Lamb neck	Price (Rand)	Monthly	10734	Per Kilogram	2020-08-01 	131	
3284	P0141	Consumer Price Index	1123007	Mutton/Lamb ofal	Price (Rand)	Monthly	10734	Per Kilogram	2020-08-01 	50.96	
3363	P0141	Consumer Price Index	1123008	Stewing mutton/lamb	Price (Rand)	Monthly	10734	Per Kilogram	2020-08-01 	132.02	
3442	P0141	Consumer Price Index	1124001	Whole chicken - fresh	Price (Rand)	monthly	10734	Per Kilogram	2020-08-01 	58.83	
3521	P0141	Consumer Price Index	1124002	Chicken portions - fresh	Price (Rand)	monthly	10734	Per Kilogram	2020-08-01 	74.57	
3600	P0141	Consumer Price Index	1124005	IQF chicken portions	Price (Rand)	monthly	10924	2 Kilogram	2020-08-01 	71.91	
3679	P0141	Consumer Price Index	1124006	Chicken portions frozen - non IQF	Price (Rand)	monthly	10734	Per Kilogram	2020-08-01 	50.73	
3758	P0141	Consumer Price Index	1124007	Chicken giblets (neck, gizzards, hearts, etc)	Price (Rand)	monthly	10734	Per Kilogram	2020-08-01 	33.41	
3837	P0141	Consumer Price Index	1125004	Polony	Price (Rand)	monthly	10917	1 Kilogram	2020-08-01 	39.64	
3916	P0141	Consumer Price Index	1125005	Ham	Price (Rand)	monthly	10895	500 Gram	2020-08-01 	33.62	
3995	P0141	Consumer Price Index	1125006	Biltong	Price (Rand)	monthly	10734	Per Kilogram	2020-08-01 	276.14	
4074	P0141	Consumer Price Index	1125007	Bacon	Price (Rand)	monthly	10855	200 Gram	2020-08-01 	33.15	
4153	P0141	Consumer Price Index	1125009	Sausage	Price (Rand)	monthly	10734	Per Kilogram	2020-08-01 	85.55	
4232	P0141	Consumer Price Index	1126002	Beef extract	Price (Rand)	monthly	10839	120 Gram	2020-08-01 	13.83	
4311	P0141	Consumer Price Index	1126005	Corned beef	Price (Rand)	monthly	10869	300 Gram	2020-08-01 	25.88	
4390	P0141	Consumer Price Index	1131001	Hake - frozen	Price (Rand)	monthly	10884	400 Gram	2020-08-01 	63.33	
4469	P0141	Consumer Price Index	1134001	Fish fingers - frozen	Price (Rand)	monthly	10884	400 Gram	2020-08-01 	48.42	
4548	P0141	Consumer Price Index	1134002	Tuna - tinned	Price (Rand)	monthly	10850	170 Gram	2020-08-01 	20.32	
4627	P0141	Consumer Price Index	1134003	Fish (excl tuna) - tinned	Price (Rand)	monthly	10884	400 Gram	2020-08-01 	19.82	
4706	P0141	Consumer Price Index	1141001	Full cream milk - fresh	Price (Rand)	monthly	10963	2 Litre	2020-08-01 	29.54	
4785	P0141	Consumer Price Index	1141002	Full cream milk - long life	Price (Rand)	monthly	10960	1 Litre	2020-08-01 	15.69	
4864	P0141	Consumer Price Index	1142001	Low fat milk - fresh	Price (Rand)	monthly	10963	2 Litre	2020-08-01 	28.06	
4943	P0141	Consumer Price Index	1142002	Low fat milk - long life	Price (Rand)	monthly	10960	1 Litre	2020-08-01 	16.1	
5022	P0141	Consumer Price Index	1143001	Powdered milk	Price (Rand)	monthly	10916	900 Gram	2020-08-01 	143.49	
5101	P0141	Consumer Price Index	1143002	Whiteners	Price (Rand)	monthly	10895	500 Gram	2020-08-01 	26.77	
5180	P0141	Consumer Price Index	1143003	Condensed milk	Price (Rand)	monthly	10881	385 Gram	2020-08-01 	24.69	
5259	P0141	Consumer Price Index	1144001	Plain yogurt	Price (Rand)	monthly	10917	1 Kilogram	2020-08-01 	34.31	
5338	P0141	Consumer Price Index	1144002	Flavoured yogurt	Price (Rand)	monthly	10917	1 Kilogram	2020-08-01 	33.33	
5417	P0141	Consumer Price Index	1145001	Cheddar cheese	Price (Rand)	monthly	10734	Per Kilogram	2020-08-01 	0	
5496	P0141	Consumer Price Index	1145001	Cheddar cheese	Price (Rand)	monthly	10916	900 Gram	2020-08-01 	113.61	
5575	P0141	Consumer Price Index	1145002	Gouda cheese	Price (Rand)	monthly	10855	200 Gram	2020-08-01 	32.28	
5654	P0141	Consumer Price Index	1145002	Gouda cheese	Price (Rand)	monthly	10916	900 Gram	2020-08-01 	113.85	
5733	P0141	Consumer Price Index	1145003	Cheese spread	Price (Rand)	monthly	10863	250 Gram	2020-08-01 	36.2	
5812	P0141	Consumer Price Index	1145004	Feta cheese	Price (Rand)	monthly	10884	400 Gram	2020-08-01 	45.69	
5891	P0141	Consumer Price Index	1146001	Cream - fresh	Price (Rand)	monthly	11019	250 Millilitre	2020-08-01 	25.29	
5970	P0141	Consumer Price Index	1146002	Sour milk	Price (Rand)	monthly	10924	2 Kilogram	2020-08-01 	29.75	
6049	P0141	Consumer Price Index	1146003	Custard - prepared	Price (Rand)	monthly	10960	1 Litre	2020-08-01 	29.4	
6128	P0141	Consumer Price Index	1146004	Maize based food drink (e.g. mageu )	Price (Rand)	monthly	10960	1 Litre	2020-08-01 	17.05	
6207	P0141	Consumer Price Index	1146005	Flavoured milk	Price (Rand)	monthly	11022	300 Millilitre	2020-08-01 	13.69	
6286	P0141	Consumer Price Index	1147001	Eggs	Price (Rand)	monthly	10558	For 6	2020-08-01 	22	
6365	P0141	Consumer Price Index	1147001	Eggs	Price (Rand)	monthly	10563	For 18	2020-08-01 	49.93	
6444	P0141	Consumer Price Index	1152001	Margarine spread (in a tub)	Price (Rand)	monthly	10895	500 Gram	2020-08-01 	24.44	
6523	P0141	Consumer Price Index	1152002	Brick margarine	Price (Rand)	monthly	10895	500 Gram	2020-08-01 	22.8	
6602	P0141	Consumer Price Index	1152003	Peanut butter	Price (Rand)	monthly	10884	400 Gram	2020-08-01 	31.93	
6681	P0141	Consumer Price Index	1154001	Sunflower oil (incl canola oil)	Price (Rand)	monthly	11044	750 Millilitre	2020-08-01 	22.72	
6760	P0141	Consumer Price Index	1161001	Oranges	Price (Rand)	Monthly	10734	Per Kilogram	2020-08-01 	19.28	
6839	P0141	Consumer Price Index	1162001	Bananas	Price (Rand)	monthly	10734	Per Kilogram	2020-08-01 	17.11	
6918	P0141	Consumer Price Index	1163001	Apples	Price (Rand)	monthly	10734	Per Kilogram	2020-08-01 	16.99	
6997	P0141	Consumer Price Index	1164001	Pears	Price (Rand)	Monthly	10734	Per Kilogram	2020-08-01 	20.32	
7076	P0141	Consumer Price Index	1165004	Avocados	Price (Rand)	Monthly	11015	Each	2020-08-01 	9.51	
7155	P0141	Consumer Price Index	1167001	Paw paw	Price (Rand)	Monthly	11015	Each	2020-08-01 	21.24	
7234	P0141	Consumer Price Index	1167002	Pineapple	Price (Rand)	Monthly	11015	Each	2020-08-01 	21.41	
7313	P0141	Consumer Price Index	1168004	Peanuts	Price (Rand)	monthly	10845	150 Gram	2020-08-01 	20.84	
7392	P0141	Consumer Price Index	1171001	Lettuce	Price (Rand)	monthly	11015	Each	2020-08-01 	16.46	
7471	P0141	Consumer Price Index	1171002	Spinach/morogo	Price (Rand)	monthly	10735	Per Bunch	2020-08-01 	10.49	
7550	P0141	Consumer Price Index	1172001	Cabbage	Price (Rand)	monthly	11015	Each	2020-08-01 	17.66	
7629	P0141	Consumer Price Index	1172002	Cauliflower	Price (Rand)	monthly	11015	Each	2020-08-01 	20.84	
7708	P0141	Consumer Price Index	1172003	Broccoli	Price (Rand)	monthly	11015	Each	2020-08-01 	22.93	
7787	P0141	Consumer Price Index	1173001	Tomatoes	Price (Rand)	monthly	10734	Per Kilogram	2020-08-01 	21.17	
7866	P0141	Consumer Price Index	1173002	Pumpkin	Price (Rand)	monthly	10734	Per Kilogram	2020-08-01 	12.05	
7945	P0141	Consumer Price Index	1173003	Green/red/yellow pepper	Price (Rand)	monthly	10734	Per Kilogram	2020-08-01 	61.56	
8024	P0141	Consumer Price Index	1173004	Vegetables  - frozen	Price (Rand)	monthly	10917	1 Kilogram	2020-08-01 	38.36	
8103	P0141	Consumer Price Index	1173006	Cucumber	Price (Rand)	monthly	11015	Each	2020-08-01 	15.58	
8182	P0141	Consumer Price Index	1174001	Onions	Price (Rand)	monthly	10734	Per Kilogram	2020-08-01 	16.47	
8261	P0141	Consumer Price Index	1174002	Carrots	Price (Rand)	monthly	10917	1 Kilogram	2020-08-01 	13.62	
8340	P0141	Consumer Price Index	1174003	Beetroot	Price (Rand)	monthly	10917	1 Kilogram	2020-08-01 	13.67	
8419	P0141	Consumer Price Index	1174005	Mushrooms	Price (Rand)	monthly	10863	250 Gram	2020-08-01 	27.56	
8498	P0141	Consumer Price Index	1175002	Beans - dried	Price (Rand)	monthly	10895	500 Gram	2020-08-01 	21.57	
8577	P0141	Consumer Price Index	1176002	Baked beans - tinned	Price (Rand)	monthly	10886	410 Gram	2020-08-01 	13.8	
8656	P0141	Consumer Price Index	1176005	Prepared salads	Price (Rand)	monthly	10734	Per Kilogram	2020-08-01 	67.99	
8735	P0141	Consumer Price Index	1176006	Atchar	Price (Rand)	monthly	10884	400 Gram	2020-08-01 	33.91	
8814	P0141	Consumer Price Index	1176007	Mixed vegetables - tinned	Price (Rand)	monthly	10886	410 Gram	2020-08-01 	17.33	
8893	P0141	Consumer Price Index	1177001	Potatoes	Price (Rand)	monthly	10734	Per Kilogram	2020-08-01 	13.41	
8972	P0141	Consumer Price Index	1178001	Sweet potatoes	Price (Rand)	monthly	10734	Per Kilogram	2020-08-01 	19.55	
9051	P0141	Consumer Price Index	1178002	Potato chips - frozen	Price (Rand)	monthly	10917	1 Kilogram	2020-08-01 	33.99	
9130	P0141	Consumer Price Index	1178003	Potato crisps	Price (Rand)	monthly	10840	125 Gram	2020-08-01 	15.5	
9209	P0141	Consumer Price Index	1178004	Corn chips	Price (Rand)	monthly	10845	150 Gram	2020-08-01 	18.08	
9288	P0141	Consumer Price Index	1181001	White sugar	Price (Rand)	monthly	10926	2.5 Kilogram	2020-08-01 	43.52	
9367	P0141	Consumer Price Index	1181002	Brown sugar	Price (Rand)	monthly	10917	1 Kilogram	2020-08-01 	19.86	
9446	P0141	Consumer Price Index	1182001	Jam	Price (Rand)	monthly	10892	450 Gram	2020-08-01 	..	
9525	P0141	Consumer Price Index	1182001	Jam	Price (Rand)	monthly	10916	900 Gram	2020-08-01 	..	
9604	P0141	Consumer Price Index	1183001	Chocolate slab	Price (Rand)	monthly	10824	80 Gram	2020-08-01 	14.45	
9683	P0141	Consumer Price Index	1183002	Chocolate bar	Price (Rand)	monthly	11015	Each	2020-08-01 	11.69	
9762	P0141	Consumer Price Index	1184001	Sweets	Price (Rand)	monthly	10840	125 Gram	2020-08-01 	20.41	
9841	P0141	Consumer Price Index	1184002	Chewing gum	Price (Rand)	monthly	10746	For 10	2020-08-01 	12.95	
9920	P0141	Consumer Price Index	1185001	Ice cream	Price (Rand)	monthly	10699	1.8 Litre	2020-08-01 	47.55	
9999	P0141	Consumer Price Index	1185001	Ice cream	Price (Rand)	monthly	10963	2 Litre	2020-08-01 	63.47	
10078	P0141	Consumer Price Index	1191001	Vinegar	Price (Rand)	monthly	11044	750 Millilitre	2020-08-01 	18.54	
10157	P0141	Consumer Price Index	1191002	Chutney	Price (Rand)	monthly	10894	470 Gram	2020-08-01 	30.3	
10236	P0141	Consumer Price Index	1191004	Tomato sauce	Price (Rand)	monthly	10581	700 Millilitre	2020-08-01 	25.88	
10315	P0141	Consumer Price Index	1191005	Mayonnaise	Price (Rand)	monthly	10906	750 Gram	2020-08-01 	32.17	
10394	P0141	Consumer Price Index	1191006	Salad dressing	Price (Rand)	monthly	11026	340 Millilitre	2020-08-01 	27.24	
10473	P0141	Consumer Price Index	1192001	Salt	Price (Rand)	monthly	10895	500 Gram	2020-08-01 	13.94	
10552	P0141	Consumer Price Index	1192002	Spices (excl salt and curry powder)	Price (Rand)	monthly	11008	100 Millilitre	2020-08-01 	23.86	
10631	P0141	Consumer Price Index	1192003	Curry powder	Price (Rand)	monthly	10833	100 Gram	2020-08-01 	23.8	
10710	P0141	Consumer Price Index	1193001	Baby food - cereal	Price (Rand)	monthly	10863	250 Gram	2020-08-01 	29.2	
10789	P0141	Consumer Price Index	1193003	Baby food - milk formula	Price (Rand)	monthly	10916	900 Gram	2020-08-01 	146.99	
10868	P0141	Consumer Price Index	1193004	Instant yeast	Price (Rand)	monthly	10786	10 Gram	2020-08-01 	5.19	
10947	P0141	Consumer Price Index	1193005	Baking powder	Price (Rand)	monthly	10855	200 Gram	2020-08-01 	28.81	
11026	P0141	Consumer Price Index	1193006	Soup powder	Price (Rand)	monthly	10807	50 Gram	2020-08-01 	4.93	
11105	P0141	Consumer Price Index	1211001	Instant coffee	Price (Rand)	monthly	10863	250 Gram	2020-08-01 	36.71	
11184	P0141	Consumer Price Index	1211002	Ground coffee or coffee beans	Price (Rand)	monthly	10863	250 Gram	2020-08-01 	67.11	
11263	P0142	Consumer Price Index	1211003	Capuccino	Price (Rand)	monthly	11154	10 X 18 Gram	2020-08-01 	..	
11342	P0141	Consumer Price Index	1212001	Ceylon/black tea	Price (Rand)	monthly	10863	250 Gram	2020-08-01 	29.64	
11421	P0141	Consumer Price Index	1212002	Rooibos tea	Price (Rand)	monthly	10855	200 Gram	2020-08-01 	43.07	
11500	P0141	Consumer Price Index	1213001	Drinking chocolate (e.g.  milo, cocoa )	Price (Rand)	monthly	10895	500 Gram	2020-08-01 	56.73	
11579	P0141	Consumer Price Index	1221001	Mineral water - sparkling or still	Price (Rand)	monthly	11039	500 Millilitre	2020-08-01 	7.63	
11658	P0141	Consumer Price Index	1222001	Fizzy drinks - can	Price (Rand)	monthly	11022	300 Millilitre	2020-08-01 	0	
11737	P0141	Consumer Price Index	1222002	Fizzy drinks - bottle	Price (Rand)	monthly	10963	2 Litre	2020-08-01 	19.54	
11816	P0141	Consumer Price Index	1223001	Fruit juice	Price (Rand)	monthly	10960	1 Litre	2020-08-01 	24.37	
11895	P0141	Consumer Price Index	1223002	Fruit juice concentrates	Price (Rand)	monthly	10960	1 Litre	2020-08-01 	22.32	
11974	P0141	Consumer Price Index	1223003	Dairy mixture	Price (Rand)	monthly	10960	1 Litre	2020-08-01 	..	
12053	P0141	Consumer Price Index	2111001	Brandy	Price (Rand)	monthly	11044	750 Millilitre	2020-08-01 	161.14	
12132	P0141	Consumer Price Index	2111002	Whiskey	Price (Rand)	monthly	11044	750 Millilitre	2020-08-01 	212.45	
12211	P0141	Consumer Price Index	2111003	Liqueur	Price (Rand)	monthly	11044	750 Millilitre	2020-08-01 	161.65	
12290	P0141	Consumer Price Index	2111004	Vodka	Price (Rand)	monthly	11044	750 Millilitre	2020-08-01 	156.54	
12369	P0141	Consumer Price Index	2121001	Red wine	Price (Rand)	monthly	11044	750 Millilitre	2020-08-01 	57.68	
12448	P0141	Consumer Price Index	2121002	White wine	Price (Rand)	monthly	11044	750 Millilitre	2020-08-01 	63.28	
12527	P0141	Consumer Price Index	2122001	Spirit coolers or cider	Price (Rand)	monthly	11025	330 Millilitre	2020-08-01 	35.87	
12606	P0141	Consumer Price Index	2122002	Gin	Price (Rand)	monthly	11044	750 Millilitre	2020-08-01 	..	
12685	P0141	Consumer Price Index	2131004	Beer	Price (Rand)	monthly	11025	330 Millilitre	2020-08-01 	14.49	
